account;category;currency;amount;ref_currency_amount;type;payment_type;note;date;transfer;payee;labels
BBVA Crédito;Taxi;MXN;120;120;Expense;Cash;Uber a Parque México para tripear;2022-10-22T20:37:22.420Z;false;;
BBVA 0270;Software, apps, games;MXN;150;150;Expense;Cash;;2022-10-22T17:00:00.000Z;false;;
Cash Mexico;Gifts, joy;MXN;200;200;Expense;Cash;Ayuda por subir espejo al 5to nivel;2022-10-22T05:21:51.020Z;false;;
Cash Mexico;Shopping;MXN;1200;1200;Expense;Cash;Espejo;2022-10-22T05:20:08.437Z;false;;
Cash Mexico;Restaurant, fast-food;MXN;210;210;Expense;Cash;Comida en gran logia sándwich y pan;2022-10-22T03:21:16.000Z;false;;
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2022-10-21T17:00:00.000Z;false;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2022-10-20T17:00:00.000Z;false;Disney;
Promerica Platinum Dolares;Clothes & Footwear;USD;17;339.59;Expense;Cash;Lavandería;2022-10-20T00:25:51.139Z;false;;
BBVA 0270;Alcohol, tobacco;MXN;400;400;Expense;Cash;Mas marihuana;2022-10-19T20:00:23.489Z;false;;
Cash Mexico;Fallado en traquear;MXN;1782.56;1782.56;Expense;Cash;Perdido o fallado en traquear;2022-10-19T02:35:20.583Z;false;;
Cash Mexico;Transfer, withdraw;MXN;5564.26;5564.26;Income;Cash;;2022-10-19T02:34:50.091Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;2168.11;5564.26;Expense;Cash;;2022-10-19T02:34:50.091Z;true;;
BBVA Crédito;Communication, PC;MXN;1900;1900;Expense;Cash;EOS M50;2022-10-19T02:33:30.651Z;false;;
BBVA Crédito;Transfer, withdraw;MXN;11656;11656;Income;Cash;;2022-10-19T01:56:13.029Z;true;;
BBVA 0270;Transfer, withdraw;MXN;11656;11656;Expense;Cash;;2022-10-19T01:56:13.029Z;true;;
Cash Mexico;Alcohol, tobacco;MXN;1200;1200;Expense;Cash;Drogas;2022-10-19T01:54:32.700Z;false;;
BBVA 0270;Transfer, withdraw;MXN;13500;13500;Income;Cash;;2022-10-19T01:54:15.824Z;true;;
Cash Mexico;Transfer, withdraw;MXN;13500;13500;Expense;Cash;;2022-10-19T01:54:15.824Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;2335.11;5992.85;Income;Cash;;2022-10-18T21:04:14.354Z;true;;
BI Dolares;Transfer, withdraw;USD;300;5992.85;Expense;Cash;;2022-10-18T21:04:14.354Z;true;;
BBVA Crédito;Alcohol, tobacco;MXN;1000;1000;Expense;Cash;Tinder;2022-10-18T03:14:59.354Z;false;;
Promerica Platinum Dolares;Maintenance, repairs;USD;14;279.67;Expense;Cash;Cosas de limpieza;2022-10-17T18:59:26.492Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;11;219.74;Expense;Cash;McDonald’s;2022-10-17T17:38:56.124Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;14;279.67;Expense;Cash;Sushi;2022-10-17T04:14:21.413Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;8.8;175.79;Expense;Cash;Cerveza;2022-10-17T02:19:10.681Z;false;;
Promerica Platinum Dolares;Gifts, joy;USD;122;2437.09;Expense;Cash;Perfume;2022-10-17T01:18:27.396Z;false;;
Promerica Platinum Dolares;Gifts, joy;USD;183;3655.64;Expense;Cash;Pipa;2022-10-17T00:15:08.212Z;false;;
Promerica Platinum Dolares;Clothes & Footwear;USD;185;3695.59;Expense;Cash;Air Force;2022-10-16T23:39:08.318Z;false;;
Cash Mexico;Financial expenses;MXN;976;976;Expense;Cash;Comisión por retirar;2022-10-16T23:01:56.242Z;false;;
BI Quetzales;Transfer, withdraw;GTQ;3887.42;9976.72;Expense;Cash;;2022-10-16T23:01:44.157Z;true;;
Cash Mexico;Transfer, withdraw;MXN;9976.72;9976.72;Income;Cash;;2022-10-16T23:01:44.157Z;true;;
BI Dolares;Transfer, withdraw;USD;522.41;10435.75;Expense;Cash;;2022-10-16T23:00:44.662Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;4066.28;10435.75;Income;Cash;;2022-10-16T23:00:44.662Z;true;;
Promerica Platinum Dolares;Clothes & Footwear;USD;55;1098.69;Expense;Cash;Sudadera;2022-10-16T22:06:40.229Z;false;;
Promerica Platinum Dolares;Transfer, withdraw;USD;1000;19976.16;Income;Cash;;2022-10-15T21:43:31.113Z;true;;
BI Dolares;Transfer, withdraw;USD;1000;19976.16;Expense;Cash;;2022-10-15T21:43:31.113Z;true;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;19;379.55;Expense;Cash;Torta fufú;2022-10-15T19:44:06.674Z;false;;
Promerica Platinum Dolares;Health and beauty;USD;184;3675.61;Expense;Cash;Dermatóloga;2022-10-15T18:55:27.168Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;15;299.64;Expense;Cash;Only;2022-10-15T09:14:47.067Z;false;;
Promerica Platinum Dolares;Groceries;USD;6.4;127.85;Expense;Cash;Toallitas húmedas y agua;2022-10-15T03:42:07.804Z;false;;
BBVA Crédito;Alcohol, tobacco;MXN;2000;2000;Expense;Cash;1 onza de weed;2022-10-15T03:32:29.388Z;false;;
Promerica Platinum Dolares;Services;USD;65;1298.45;Expense;Cash;Bodega x2 meses;2022-10-14T22:27:06.718Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;13;259.69;Expense;Cash;Only;2022-10-14T15:40:53.115Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;7.4;147.82;Expense;Cash;Tacos Orinoco;2022-10-14T07:44:35.297Z;false;;
Cash Mexico;Transfer, withdraw;MXN;6717.58;6717.58;Income;Cash;;2022-10-14T02:10:48.629Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;2617.5;6717.58;Expense;Cash;;2022-10-14T02:10:48.629Z;true;;
BI Dolares;Transfer, withdraw;USD;521;10407.58;Expense;Cash;;2022-10-14T00:22:59.822Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;4055.3;10407.58;Income;Cash;;2022-10-14T00:22:59.822Z;true;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2022-10-13T17:00:00.000Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;2.9;57.93;Expense;Cash;Aeropuertos;2022-10-13T15:51:23.167Z;false;;
Promerica Platinum Dolares;Long distance;USD;60;1198.57;Expense;Cash;Cobrado de maletas de avion;2022-10-13T11:20:21.708Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;13;259.69;Expense;Cash;Desayuno;2022-10-13T09:04:15.370Z;false;;
Promerica Platinum Dolares;Drug-store, chemist;USD;6.2;123.85;Expense;Cash;Farmacia para amiga;2022-10-12T23:14:22.556Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;13;259.69;Expense;Cash;Cena tanta;2022-10-12T23:02:26.743Z;false;;
Promerica Platinum Dolares;Clothes & Footwear;USD;6;119.86;Expense;Cash;Lavandería;2022-10-11T21:35:29.204Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;7.6;151.82;Expense;Cash;Desayuno de shawarma;2022-10-11T19:54:13.240Z;false;;
BI Dolares;Income;USD;126.71;2531.18;Income;Cash;Dinero que preste a usa y Ruthie;2022-10-10T23:45:24.827Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;4;79.9;Expense;Cash;Desayuno;2022-10-10T17:59:23.040Z;false;;
Promerica Platinum Dolares;Groceries;USD;1.9;37.95;Expense;Cash;Oxxo agua y inca cola;2022-10-10T17:55:16.152Z;false;;
Promerica Platinum Dolares;Transfer, withdraw;USD;1000;19976.16;Income;Cash;;2022-10-10T17:20:42.208Z;true;;
BI Dolares;Transfer, withdraw;USD;1000;19976.16;Expense;Cash;;2022-10-10T17:20:42.208Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;1142;2930.84;Expense;Cash;;2022-10-10T17:17:47.628Z;true;;
Promerica Platinum Quetzales;Transfer, withdraw;GTQ;1142;2930.84;Income;Cash;;2022-10-10T17:17:47.628Z;true;;
BI Dolares;Transfer, withdraw;USD;91.26;1823.02;Expense;Cash;;2022-10-10T17:17:28.828Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;710.34;1823.02;Income;Cash;;2022-10-10T17:17:28.828Z;true;;
Promerica Platinum Quetzales;Financial expenses;GTQ;65.26;167.48;Expense;Cash;;2022-10-10T17:15:02.161Z;false;;
Promerica Platinum Quetzales;Telephony, mobile phone;GTQ;260;667.27;Expense;Cash;iPhone mip;2022-10-10T17:13:41.722Z;false;;
Promerica Platinum Quetzales;Software, apps, games;GTQ;711.06;1824.87;Expense;Cash;Drone;2022-10-10T17:13:26.903Z;false;;
Promerica Platinum Dolares;Loans, interests;USD;654.74;13079.19;Expense;Cash;Última cuota de Europa!!;2022-10-10T17:12:55.813Z;false;;
BI Dolares;Transfer, withdraw;USD;1596.38;31889.54;Expense;Cash;;2022-10-10T16:49:52.273Z;true;;
BI Gold quetzales;Transfer, withdraw;GTQ;3250.94;8343.24;Income;Cash;Pago de saldo de tarjeta;2022-10-10T16:40:10.476Z;true;;
BI Dolares;Transfer, withdraw;USD;417.66;8343.24;Expense;Cash;Pago de saldo de tarjeta;2022-10-10T16:40:10.476Z;true;;
BI Gold quetzales;Insurances;GTQ;20;51.33;Expense;Cash;Cero riesgos;2022-10-10T16:38:50.718Z;false;;
BI Gold quetzales;Financial expenses;GTQ;109;279.74;Expense;Cash;;2022-10-10T16:38:39.706Z;false;;
BI Gold quetzales;Telephony, mobile phone;GTQ;374;959.84;Expense;Cash;Reloj que pague a visa cuotas;2022-10-10T16:38:13.744Z;false;;
BI Gold quetzales;Financial expenses;GTQ;2699;6926.74;Expense;Cash;Deuda divíselo todo botella;2022-10-10T16:37:46.679Z;false;;
Promerica Platinum Dolares;Housing;USD;150;2996.42;Expense;Cash;Airbnb 1 semana Cusco;2022-10-09T23:35:59.897Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;8;159.81;Expense;Cash;Cena de hamburguesa;2022-10-09T23:35:42.845Z;false;;
Promerica Platinum Dolares;Taxi;USD;10;199.76;Expense;Cash;Taxi a hotel de Cusco;2022-10-09T23:35:25.795Z;false;;
Promerica Platinum Dolares;Groceries;USD;2.2;43.95;Expense;Cash;Inca cola y óreos;2022-10-09T17:26:54.291Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2022-10-09T17:00:00.000Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;12;239.71;Expense;Cash;Vino con sofi;2022-10-09T05:49:13.151Z;false;;
Promerica Platinum Dolares;Bar, cafe;USD;7;139.83;Expense;Cash;Helado y chela con Aofi;2022-10-09T05:28:08.198Z;false;;
Promerica Platinum Dolares;Drug-store, chemist;USD;7;139.83;Expense;Cash;Talcos;2022-10-09T04:00:10.702Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;16;319.62;Expense;Cash;Cena gourmet;2022-10-09T03:53:41.507Z;false;;
BI Quetzales;Financial expenses;GTQ;738.99;1896.55;Expense;Cash;350 solares retiró en efectivo 150 + Sofi y 200 para el tour;2022-10-09T03:02:31.090Z;false;;
BI Quetzales;Transfer, withdraw;GTQ;863.99;2217.35;Income;Cash;;2022-10-09T03:01:58.806Z;true;;
BI Dolares;Transfer, withdraw;USD;111;2217.35;Expense;Cash;;2022-10-09T03:01:58.806Z;true;;
Promerica Platinum Dolares;Housing;USD;45;898.93;Expense;Cash;Airbnb especially;2022-10-09T02:59:22.030Z;false;;
Promerica Platinum Dolares;Rent;USD;33.5;669.2;Expense;Credit card;Mensualidad de bodega;2022-10-08T17:00:00.000Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;7.5;149.82;Expense;Cash;Segunda round;2022-10-08T09:52:11.487Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;7.5;149.82;Expense;Cash;Machi Pichu y cerveza;2022-10-08T08:55:16.083Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;10;199.76;Expense;Cash;Entradas a Change con sofi;2022-10-08T08:45:07.714Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;8;159.81;Expense;Cash;Mas chelas con sofi;2022-10-08T03:37:15.627Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;19;379.55;Expense;Cash;Mirador con sofi;2022-10-08T03:34:25.414Z;false;;
Promerica Platinum Dolares;Clothes & Footwear;USD;80;1598.09;Expense;Cash;Capa;2022-10-08T01:18:47.802Z;false;;
Promerica Platinum Dolares;Holiday, trips, hotels;USD;28;559.33;Expense;Cash;Rainbow color montano;2022-10-08T00:44:51.658Z;false;;
Promerica Platinum Dolares;Clothes & Footwear;USD;95;1897.74;Expense;Cash;Sudadera y jogger;2022-10-08T00:26:22.911Z;false;;
Promerica Platinum Dolares;Gifts, joy;USD;92;1837.81;Expense;Cash;Más regalos de Machu Pichu;2022-10-07T23:15:02.726Z;false;;
Promerica Platinum Dolares;Charity, gifts;USD;22;439.48;Expense;Cash;Regalos de Peru;2022-10-07T23:02:45.656Z;false;;
Promerica Platinum Dolares;Long distance;USD;101;2017.59;Expense;Cash;Cusco a Lima;2022-10-07T17:14:07.802Z;false;;
BBVA Crédito;Internet;MXN;658;658;Expense;Cash;Telmex;2022-10-07T16:09:57.041Z;false;;
Promerica Platinum Dolares;Bar, cafe;USD;3;59.93;Expense;Cash;Chocolate;2022-10-07T03:53:45.483Z;false;;
BI Quetzales;Holiday, trips, hotels;GTQ;478;1226.74;Expense;Cash;Entradas a parque con Sofi;2022-10-07T01:08:15.033Z;false;;
BI Quetzales;Income;GTQ;631;1619.41;Income;Cash;;2022-10-07T00:56:47.466Z;false;;
BI Dolares;Income;USD;5654;112945.21;Income;Cash;;2022-10-07T00:56:20.502Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;6;119.86;Expense;Cash;Cena a lo pobre y llego vago;2022-10-07T00:17:37.784Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.84;96.68;Expense;Credit card;;2022-10-06T17:00:00.000Z;false;;
Promerica Platinum Dolares;Clothes & Footwear;USD;8;159.81;Expense;Cash;Lavandería;2022-10-06T14:00:21.489Z;false;;
Promerica Platinum Dolares;Fuel;USD;16;319.62;Expense;Cash;;2022-10-06T13:27:05.105Z;false;;
BBVA 0270;Housing;MXN;13500;13500;Expense;Cash;Pago de casa;2022-10-06T13:13:04.840Z;false;;
BBVA 0270;Transfer, withdraw;MXN;5300;5300;Income;Cash;Prestado para pagar la renta a la doña;2022-10-06T13:12:24.895Z;true;;
BBVA Crédito;Transfer, withdraw;MXN;5300;5300;Expense;Cash;Prestado para pagar la renta a la doña;2022-10-06T13:12:24.895Z;true;;
Bi Queztales;Financial expenses;GTQ;30;76.99;Expense;Cash;;2022-10-05T17:00:00.000Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;15;299.64;Expense;Cash;Desayuno;2022-10-05T15:59:57.465Z;false;;
Promerica Platinum Dolares;Rentals;USD;50;998.81;Expense;Cash;Renta de carro;2022-10-05T14:35:02.385Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;4.3;85.9;Expense;Cash;Cena en Selina;2022-10-05T05:52:10.943Z;false;;
Promerica Platinum Dolares;Housing;USD;65;1298.45;Expense;Cash;Airbnb Selina;2022-10-05T05:49:32.786Z;false;;
Promerica Platinum Dolares;Housing;USD;10;199.76;Expense;Cash;Reservación de Selina;2022-10-05T04:19:51.973Z;false;;
BI Quetzales;Holiday, trips, hotels;GTQ;3541.27;9088.36;Expense;Cash;Efectivo Colombi + Peru;2022-10-04T22:36:51.347Z;false;;
BI Dolares;Internet;USD;100;1997.62;Expense;Cash;Computadora de mip;2022-10-04T22:30:08.986Z;false;;
BI Dolares;Transfer, withdraw;USD;1000;19976.16;Expense;Cash;;2022-10-04T22:23:27.286Z;true;;
BI Quetzales;Pets, animals;GTQ;1979;5078.93;Expense;Cash;Manutención de kobe man;2022-10-04T22:22:14.027Z;false;;
BI Dolares;Transfer, withdraw;USD;129;2576.92;Expense;Cash;;2022-10-04T22:21:19.020Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;1004.1;2576.92;Income;Cash;;2022-10-04T22:21:19.020Z;true;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;12;239.71;Expense;Cash;Desayuno mexicano;2022-10-04T16:32:50.394Z;false;;
Promerica Platinum Dolares;Housing;USD;10;199.76;Expense;Cash;Hostal en Machi Pichu;2022-10-04T03:05:02.424Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;18;359.57;Expense;Cash;Cena;2022-10-04T02:33:01.205Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.11;82.1;Expense;Cash;;2022-10-03T17:00:00.000Z;false;;
Promerica Platinum Quetzales;Internet;GTQ;105;269.47;Expense;Cash;Pago de internet Claro;2022-10-03T16:16:52.209Z;false;;
Promerica Platinum Dolares;Life events;USD;40;799.05;Expense;Cash;Entrada a Machi Pichu;2022-10-03T14:05:20.679Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;3.4;67.92;Expense;Cash;Beer;2022-10-03T04:44:29.797Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;22;439.48;Expense;Cash;Cena y 2 pisco saurios;2022-10-03T03:16:56.598Z;false;;
Promerica Platinum Dolares;Housing;USD;23;459.45;Expense;Cash;Hostal Machu pichulero;2022-10-02T21:36:59.602Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;3.7;73.91;Expense;Cash;Sandwich;2022-10-02T18:12:41.073Z;false;;
Promerica Platinum Dolares;Bar, cafe;USD;11;219.74;Expense;Cash;2 chocolates y nachos;2022-10-02T03:25:31.883Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;14;279.67;Expense;Cash;Cena con Sofi;2022-10-02T01:35:49.994Z;false;;
Promerica Platinum Dolares;Public transport;USD;100;1997.62;Expense;Cash;Bus ida y vuelta a Cusco;2022-10-01T22:44:35.357Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;15;299.64;Expense;Cash;Comida de hamburguesa;2022-10-01T20:36:57.471Z;false;;
Promerica Platinum Dolares;Taxi;USD;5;99.88;Expense;Cash;Uber de aeropuerto de cuzco a aribnb;2022-10-01T13:56:31.627Z;false;;
Promerica Platinum Dolares;Business trips;USD;50;998.81;Expense;Cash;Maleta extra;2022-10-01T12:03:04.194Z;false;;
Promerica Platinum Dolares;Housing;USD;28;559.33;Expense;Cash;Airbnb 1 noche cuzco;2022-10-01T11:48:32.294Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;6;119.86;Expense;Cash;Starbucks;2022-10-01T10:03:26.852Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;28;559.33;Expense;Cash;Pisco sour x4;2022-10-01T06:20:22.463Z;false;;
Promerica Platinum Dolares;Bar, cafe;USD;4.3;85.9;Expense;Cash;2 bebidas;2022-10-01T03:58:53.673Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;5.8;115.86;Expense;Cash;Inca cola y hamburguesa;2022-10-01T00:56:25.281Z;false;;
Promerica Platinum Dolares;Clothes & Footwear;USD;20;399.52;Expense;Cash;Sudadero de Peru;2022-09-30T18:07:42.150Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;8.3;165.8;Expense;Cash;Desayuno sándwich Peru;2022-09-30T17:49:47.340Z;false;;
Promerica Platinum Dolares;Clothes & Footwear;USD;200;3995.23;Expense;Cash;North face jacket;2022-09-30T00:27:27.697Z;false;;
Promerica Platinum Dolares;Long distance;USD;9.38;187.38;Expense;Cash;Boleto a Cusco;2022-09-29T23:19:05.317Z;false;;
BI Dolares;Transfer, withdraw;USD;391;7810.68;Expense;Cash;;2022-09-26T14:56:54.273Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;3043.42;7810.68;Income;Cash;;2022-09-26T14:56:54.273Z;true;;
Promerica Platinum Dolares;Software, apps, games;USD;4.29;85.7;Expense;Credit card;;2022-09-23T17:00:00.000Z;false;;
BBVA 0270;Software, apps, games;MXN;150;150;Expense;Cash;;2022-09-22T17:00:00.000Z;false;;
BI Quetzales;Financial expenses;GTQ;1566.15;4019.4;Expense;Cash;Uno de 500 y otro de 200;2022-09-22T16:38:31.557Z;false;;
Promerica Platinum Dolares;Transfer, withdraw;USD;677;13523.86;Income;Cash;;2022-09-22T16:36:43.091Z;true;;
BI Dolares;Transfer, withdraw;USD;677;13523.86;Expense;Cash;;2022-09-22T16:36:43.091Z;true;;
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2022-09-21T17:00:00.000Z;false;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2022-09-20T17:00:00.000Z;false;Disney;
BBVA 0270;Financial expenses;MXN;1189.42;1189.42;Expense;Cash;Comicion de transferencias cajeros;2022-09-17T10:08:29.758Z;false;;
BBVA 0270;Transfer, withdraw;MXN;200;200;Expense;Cash;;2022-09-17T10:08:04.288Z;true;;
Cash Mexico;Transfer, withdraw;MXN;200;200;Income;Cash;;2022-09-17T10:08:04.288Z;true;;
BBVA 0270;Alcohol, tobacco;MXN;500;500;Expense;Cash;Dinero de frank prestado en efectivo;2022-09-17T10:07:36.154Z;false;;
BBVA 0270;Transfer, withdraw;MXN;10408.42;10408.42;Income;Cash;;2022-09-17T10:06:23.909Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;4055.63;10408.42;Expense;Cash;;2022-09-17T10:06:23.909Z;true;;
BI Dolares;Transfer, withdraw;USD;1000;19976.16;Expense;Cash;;2022-09-17T10:05:50.960Z;true;;
BI Dolares;Transfer, withdraw;USD;917.6;18330.12;Expense;Cash;;2022-09-16T22:28:01.550Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;7142.32;18330.12;Income;Cash;;2022-09-16T22:28:01.550Z;true;;
BI Quetzales;Communication, PC;GTQ;790;2027.47;Expense;Cash;Pago de computadora a miptown;2022-09-14T15:50:37.316Z;false;;
BI Quetzales;Transfer, withdraw;GTQ;3279;8415.26;Expense;Cash;;2022-09-14T15:34:55.781Z;true;;
BI Gold quetzales;Transfer, withdraw;GTQ;3279;8415.26;Income;Cash;;2022-09-14T15:34:55.781Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;1727;4432.19;Expense;Cash;;2022-09-14T15:32:51.471Z;true;;
Promerica Platinum Quetzales;Transfer, withdraw;GTQ;1727;4432.19;Income;Cash;;2022-09-14T15:32:51.471Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;4670.22;11985.7;Income;Cash;;2022-09-14T15:31:55.253Z;true;;
BI Dolares;Transfer, withdraw;USD;600;11985.7;Expense;Cash;;2022-09-14T15:31:55.253Z;true;;
BBVA 0270;Advisory;MXN;8993;8993;Expense;Cash;Pago de servicios de 3 años de residencia;2022-09-13T20:48:12.823Z;false;;
BI Dolares;Restaurant, fast-food;USD;7.4;147.82;Expense;Cash;Desayuno pink;2022-09-13T19:17:08.546Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2022-09-13T17:00:00.000Z;false;;
BBVA Crédito;Alcohol, tobacco;MXN;299;299;Expense;Cash;Bumbler;2022-09-12T23:52:16.122Z;false;;
BBVA Crédito;Alcohol, tobacco;MXN;499;499;Expense;Cash;Tinder boost;2022-09-12T23:38:16.342Z;false;;
Cash Mexico;Financial expenses;MXN;1003.85;1003.85;Expense;Cash;Comisiones de transferencia;2022-09-12T21:47:44.228Z;false;;
Cash Mexico;Transfer, withdraw;MXN;9000;9000;Expense;Cash;;2022-09-12T21:47:25.866Z;true;;
BBVA 0270;Transfer, withdraw;MXN;9000;9000;Income;Cash;;2022-09-12T21:47:25.866Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;3897.99;10003.85;Expense;Cash;;2022-09-12T21:11:52.728Z;true;;
Cash Mexico;Transfer, withdraw;MXN;10003.85;10003.85;Income;Cash;;2022-09-12T21:11:52.728Z;true;;
BI Dolares;Transfer, withdraw;USD;393;7850.63;Expense;Cash;;2022-09-12T21:11:05.360Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;3058.99;7850.63;Income;Cash;;2022-09-12T21:11:05.360Z;true;;
BI Gold quetzales;Fallado en traquear;GTQ;374;959.84;Expense;Cash;;2022-09-12T16:29:49.772Z;false;;
BI Gold quetzales;Electronics, accessories;GTQ;259;664.7;Expense;Cash;Pago de Apple Watch;2022-09-12T16:29:33.973Z;false;;
BI Gold quetzales;Financial expenses;GTQ;2646;6790.73;Expense;Cash;Feuds en quezales a 3 meses;2022-09-12T16:28:50.552Z;false;;
Promerica Platinum Dolares;Loans, interests;USD;661;13204.24;Expense;Cash;Último pago del viaje a Madrid;2022-09-12T16:24:32.199Z;false;;
Promerica Platinum Quetzales;Charity, gifts;GTQ;260;667.27;Expense;Cash;Cuota 9/48 iPhone de Michelle;2022-09-12T16:23:39.087Z;false;;
Promerica Platinum Quetzales;Electronics, accessories;GTQ;694;1781.09;Expense;Cash;Última cuota de mi iPhone;2022-09-12T16:23:14.273Z;false;;
Promerica Platinum Quetzales;Electronics, accessories;GTQ;711;1824.72;Expense;Cash;Cuota 1/18 drone DJI;2022-09-12T16:22:44.423Z;false;;
BBVA Crédito;Telephony, mobile phone;MXN;2000;2000;Expense;Cash;Cuota de cámara;2022-09-12T16:21:18.704Z;false;;
BBVA 0270;Electronics, accessories;MXN;150;150;Expense;Cash;YouTube Dvinci;2022-09-12T16:20:43.633Z;false;;
BBVA 0270;Transfer, withdraw;MXN;17039;17039;Expense;Cash;;2022-09-12T16:20:23.580Z;true;;
BBVA Crédito;Transfer, withdraw;MXN;17039;17039;Income;Cash;;2022-09-12T16:20:23.580Z;true;;
Cash Mexico;Transfer, withdraw;MXN;18000;18000;Expense;Cash;;2022-09-11T07:55:44.534Z;true;;
BBVA 0270;Transfer, withdraw;MXN;18000;18000;Income;Cash;;2022-09-11T07:55:44.534Z;true;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2022-09-09T17:00:00.000Z;false;;
Promerica Platinum Dolares;Rent;USD;33.5;669.2;Expense;Credit card;Mensualidad de bodega;2022-09-08T17:00:00.000Z;false;;
Promerica Platinum Quetzales;Insurances;GTQ;62;159.12;Expense;Cash;Seguro de tarjeta;2022-09-07T20:17:57.559Z;false;;
Cash Mexico;Financial expenses;MXN;2952.75;2952.75;Expense;Cash;Comisiones de cambio de moneda;2022-09-07T20:16:11.514Z;false;;
Cash Mexico;Transfer, withdraw;MXN;11965.72;11965.72;Income;Cash;;2022-09-07T20:15:41.011Z;true;;
BI Dolares;Transfer, withdraw;USD;599;11965.72;Expense;Cash;;2022-09-07T20:15:41.011Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;3268;8387.03;Expense;Cash;;2022-09-07T20:15:09.936Z;true;;
Cash Mexico;Transfer, withdraw;MXN;8387.03;8387.03;Income;Cash;;2022-09-07T20:15:09.936Z;true;;
BI Dolares;Housing;USD;451;9009.25;Income;Cash;Airbnb;2022-09-06T22:01:09.800Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.84;96.68;Expense;Credit card;;2022-09-06T17:00:00.000Z;false;;
BBVA Crédito;Alcohol, tobacco;MXN;599;599;Expense;Cash;Tder;2022-09-06T02:14:02.151Z;false;;
BI Quetzales;Financial expenses;GTQ;54.9;140.9;Expense;Cash;Comisión por transferir 2,000 quetzales;2022-09-05T18:47:20.699Z;false;;
BI Quetzales;Transfer, withdraw;GTQ;2054.9;5273.72;Income;Cash;;2022-09-05T18:46:13.303Z;true;;
