account;category;currency;amount;ref_currency_amount;type;payment_type;note;date;transfer;payee;labels
Cash Euro;Transfer, withdraw;EUR;494.14;10086;Income;Cash;;2023-01-31T01:11:03.792Z;true;;
BI Dolares;Transfer, withdraw;USD;2250;44946.36;Expense;Cash;;2023-01-31T00:59:50.497Z;true;;
Promerica Platinum Dolares;Transfer, withdraw;USD;2250;44946.36;Income;Cash;;2023-01-31T00:59:50.497Z;true;;
BI Dolares;Financial expenses;USD;6;119.86;Expense;Cash;Pho de saldo en dólares de la tarjeta Black;2023-01-31T00:51:59.495Z;false;;
BI Quetzales;Transfer, withdraw;GTQ;1036;2658.8;Expense;Cash;;2023-01-31T00:43:45.732Z;true;;
Promerica Platinum Quetzales;Transfer, withdraw;GTQ;1036;2658.8;Income;Cash;;2023-01-31T00:43:45.732Z;true;;
BI Dolares;Transfer, withdraw;USD;352.94;7050.39;Expense;Cash;;2023-01-31T00:37:17.872Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;2747.18;7050.39;Income;Cash;;2023-01-31T00:37:17.872Z;true;;
Promerica Platinum Dolares;Health care, doctor;USD;50;998.81;Expense;Cash;Sofia Salud;2023-01-31T00:23:53.432Z;false;;
BBVA Crédito;Internet;MXN;1975;1975;Expense;Cash;Saldo pendiente de TELMEX;2023-01-31T00:17:33.003Z;false;;
BBVA Crédito;Fallado en traquear;MXN;1027;1027;Expense;Cash;;2023-01-31T00:16:30.560Z;false;;
Promerica Platinum Dolares;Bar, cafe;USD;6;119.86;Expense;Cash;Postre de oreo;2023-01-30T15:01:02.799Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;9;179.79;Expense;Cash;Kebab;2023-01-30T15:00:55.645Z;false;;
Promerica Platinum Dolares;Housing;USD;60;1198.57;Expense;Cash;Hostal 2 días;2023-01-30T14:24:52.946Z;false;;
Promerica Platinum Dolares;Housing;USD;10;199.76;Expense;Cash;Reserva de hostel en Brucelas;2023-01-30T12:17:00.434Z;false;;
Promerica Platinum Dolares;Taxi;USD;18;359.57;Expense;Cash;Uber a estación de bus;2023-01-30T07:39:30.040Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;8;159.81;Expense;Cash;Kebab;2023-01-29T23:00:25.361Z;false;;
Promerica Platinum Dolares;Public transport;USD;8;159.81;Expense;Cash;Mas viajes;2023-01-29T23:00:13.922Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;16;319.62;Expense;Cash;Desayuno;2023-01-29T12:07:16.977Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;10;199.76;Expense;Cash;Cena de 10 que me dejo muy lleno;2023-01-28T20:30:39.966Z;false;;
Promerica Platinum Dolares;Culture, sport events;USD;18;359.57;Expense;Cash;Entrada a Louvre;2023-01-28T11:40:32.466Z;false;;
Promerica Platinum Dolares;Transportation;USD;12;239.71;Expense;Cash;5 viajes más;2023-01-28T11:40:19.131Z;false;;
Promerica Platinum Dolares;Fallado en traquear;USD;407.29;8136.09;Expense;Cash;;2023-01-28T00:13:00.712Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;20;399.52;Expense;Cash;Karaoke night;2023-01-28T00:10:43.160Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;22;439.48;Expense;Cash;Desayuno del museo;2023-01-27T13:48:00.396Z;false;;
Promerica Platinum Dolares;Culture, sport events;USD;18;359.57;Expense;Cash;Entrada a Museo Odray;2023-01-27T13:10:31.840Z;false;;
Promerica Platinum Dolares;Public transport;USD;13;259.69;Expense;Cash;6 pases de franco metro;2023-01-26T20:24:57.803Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;7;139.83;Expense;Cash;Cerveza en el piano;2023-01-26T18:57:08.445Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;12;239.71;Expense;Cash;Kebabs;2023-01-26T18:38:16.972Z;false;;
Promerica Platinum Dolares;Culture, sport events;USD;20;399.52;Expense;Cash;Concierto de piano;2023-01-26T18:38:00.333Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;13;259.69;Expense;Cash;Cena de Kurry;2023-01-25T21:31:10.591Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;20;399.52;Expense;Cash;Desayuno francés;2023-01-25T11:46:54.648Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;27;539.36;Expense;Cash;Cena Paris;2023-01-23T20:27:25.790Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;15;299.64;Expense;Cash;Cigarros;2023-01-23T18:31:17.884Z;false;;
Promerica Platinum Dolares;Transportation;USD;20;399.52;Expense;Cash;10 tickets Francia;2023-01-23T14:11:33.229Z;false;;
Promerica Platinum Dolares;Internet;USD;40;799.05;Expense;Cash;Orange internet;2023-01-23T13:37:55.268Z;false;;
Promerica Platinum Dolares;Transportation;USD;8;159.81;Expense;Cash;Shuttle a Paris;2023-01-23T13:29:53.373Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;5;99.88;Expense;Cash;Fabra y agua;2023-01-23T13:29:35.411Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.29;85.7;Expense;Credit card;;2023-01-23T11:00:00.000Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;18;359.57;Expense;Cash;Chelas;2023-01-22T23:57:09.600Z;false;;
BBVA 0270;Software, apps, games;MXN;150;150;Expense;Cash;;2023-01-22T11:00:00.000Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;4;79.9;Expense;Cash;Mas cerveza;2023-01-22T01:11:47.998Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;12;239.71;Expense;Cash;Weed asociación;2023-01-21T19:30:21.350Z;false;;
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2023-01-21T11:00:00.000Z;false;;
Promerica Platinum Dolares;Bar, cafe;USD;10;199.76;Expense;Cash;Cerveza;2023-01-20T23:11:21.063Z;false;;
Promerica Platinum Dolares;Taxi;USD;13;259.69;Expense;Cash;Uber de regreso a casa;2023-01-20T21:12:41.459Z;false;;
Promerica Platinum Dolares;Taxi;USD;10;199.76;Expense;Cash;Uber a casa;2023-01-20T21:12:22.376Z;false;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2023-01-20T11:00:00.000Z;false;Disney;
Promerica Platinum Dolares;Rent;USD;163;3256.11;Expense;Cash;Generator Hostel;2023-01-20T10:16:10.039Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;13;259.69;Expense;Cash;2 cervezas y Coca Cola;2023-01-19T21:10:34.775Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;14;279.67;Expense;Cash;Desayuno de carnes;2023-01-19T11:21:13.365Z;false;;
Promerica Platinum Dolares;Taxi;USD;6;119.86;Expense;Cash;Uber por que estaba cansado;2023-01-19T10:16:33.000Z;false;;
BI Dolares;Groceries;USD;100;1997.62;Expense;Cash;Quesos y bebida sin alcohol;2023-01-19T00:24:28.432Z;false;;
BI Quetzales;Transfer, withdraw;GTQ;3035.64;7790.7;Income;Cash;;2023-01-18T18:51:06.690Z;true;;
BI Dolares;Transfer, withdraw;USD;390;7790.7;Expense;Cash;;2023-01-18T18:51:06.690Z;true;;
Promerica Platinum Dolares;Bar, cafe;USD;5;99.88;Expense;Cash;Trabucos charge;2023-01-18T10:19:11.000Z;false;;
Promerica Platinum Dolares;Groceries;USD;19;379.55;Expense;Cash;Comida de quesos;2023-01-18T10:18:28.000Z;false;;
Promerica Platinum Dolares;Groceries;USD;6;119.86;Expense;Cash;Kebab;2023-01-18T10:17:29.000Z;false;;
Promerica Platinum Dolares;Housing;USD;66;1318.43;Expense;Cash;Más días del hostal;2023-01-17T21:11:10.813Z;false;;
Promerica Platinum Dolares;Shopping;USD;15;299.64;Expense;Cash;Stickers para la causa;2023-01-17T13:23:25.811Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;17;339.59;Expense;Cash;Quesos;2023-01-17T13:23:08.909Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;78;1558.14;Expense;Cash;Facebook Ads;2023-01-17T10:19:36.000Z;false;;
Promerica Platinum Dolares;Housing;USD;28;559.33;Expense;Cash;Hostel in Paris;2023-01-17T02:22:36.683Z;false;;
Promerica Platinum Dolares;Groceries;USD;8;159.81;Expense;Cash;BigMac;2023-01-15T23:39:27.470Z;false;;
Promerica Platinum Dolares;Bar, cafe;USD;10;199.76;Expense;Cash;Donación;2023-01-15T20:23:07.774Z;false;;
Promerica Platinum Dolares;Shopping;USD;25;499.4;Expense;Cash;Parches;2023-01-15T18:19:23.908Z;false;;
BBVA Crédito;Alcohol, tobacco;MXN;300;300;Expense;Cash;Bumblee;2023-01-15T15:59:18.910Z;false;;
BBVA Crédito;Alcohol, tobacco;MXN;750;750;Expense;Cash;Tinder boost;2023-01-15T15:57:25.911Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;50;998.81;Expense;Cash;Asociación weed;2023-01-15T13:14:10.360Z;false;;
Promerica Platinum Dolares;Home, garden;USD;50;998.81;Expense;Cash;No se;2023-01-15T00:36:19.088Z;false;;
Promerica Platinum Dolares;Bar, cafe;USD;8;159.81;Expense;Cash;Chelas en bar en yea;2023-01-15T00:08:39.414Z;false;;
Promerica Platinum Dolares;Bar, cafe;USD;1.8;35.96;Expense;Cash;Kawama;2023-01-14T20:06:30.362Z;false;;
Promerica Platinum Dolares;Bar, cafe;USD;3;59.93;Expense;Cash;Chelas;2023-01-14T20:01:52.804Z;false;;
Promerica Platinum Dolares;Housing;USD;60;1198.57;Expense;Cash;Hostel Sevilla;2023-01-14T14:43:21.079Z;false;;
Promerica Platinum Dolares;Food & Drinks;USD;3;59.93;Expense;Cash;Redbull;2023-01-14T11:36:07.961Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;23;459.45;Expense;Cash;Reserva de Hostal en Sevilla;2023-01-14T10:12:18.863Z;false;;
Promerica Platinum Dolares;Taxi;USD;15;299.64;Expense;Cash;Uber a hotel por que me quedé dormido;2023-01-14T08:42:12.592Z;false;;
Promerica Platinum Dolares;Internet;USD;50;998.81;Expense;Cash;Publicidad en Facebook;2023-01-13T23:44:19.965Z;false;;
Promerica Platinum Dolares;Bar, cafe;USD;16;319.62;Expense;Cash;Cafe salsa con mucha fila;2023-01-13T18:35:54.644Z;false;;
Promerica Platinum Dolares;Culture, sport events;USD;16;319.62;Expense;Cash;Museo Prado;2023-01-13T17:24:37.936Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;15;299.64;Expense;Cash;Starbucks;2023-01-13T11:37:37.765Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2023-01-13T11:00:00.000Z;false;;
Promerica Platinum Dolares;Long distance;USD;10;199.76;Expense;Cash;Sevilla ~> Lisboa;2023-01-13T04:11:09.817Z;false;;
Promerica Platinum Dolares;Transportation;USD;27;539.36;Expense;Cash;Blah Blah Car de Madrid a Sevilla;2023-01-13T04:10:37.912Z;false;;
BBVA Crédito;Electronics, accessories;MXN;2499;2499;Expense;Cash;6/6 cuota de cámara;2023-01-13T00:56:24.386Z;false;;
Promerica Platinum Quetzales;Insurances;GTQ;65;166.82;Expense;Cash;Seguro;2023-01-13T00:52:48.598Z;false;;
Promerica Platinum Quetzales;Electronics, accessories;GTQ;711;1824.72;Expense;Cash;Drone 5/18;2023-01-13T00:52:16.861Z;false;;
Promerica Platinum Quetzales;Charity, gifts;GTQ;260;667.27;Expense;Cash;iPhone de MIP;2023-01-13T00:51:47.730Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;20;399.52;Expense;Cash;Kebabs;2023-01-12T18:53:36.853Z;false;;
Promerica Platinum Dolares;Culture, sport events;USD;17;339.59;Expense;Cash;Foto del Bernabéu;2023-01-12T13:51:01.684Z;false;;
Promerica Platinum Dolares;Culture, sport events;USD;16;319.62;Expense;Cash;Tour Bernabéu;2023-01-12T13:36:58.910Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;13;259.69;Expense;Cash;Popeyes;2023-01-12T13:16:01.148Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;10;199.76;Expense;Cash;PayPal only;2023-01-11T20:11:52.567Z;false;;
Promerica Platinum Dolares;Bar, cafe;USD;6.6;131.84;Expense;Cash;Starbucks y egg sandwich;2023-01-11T13:22:04.221Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;14;279.67;Expense;Cash;Starbucks de desayuno;2023-01-10T21:00:08.518Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;6;119.86;Expense;Cash;Comida durum Istanbul;2023-01-10T20:59:53.126Z;false;;
Promerica Platinum Dolares;Public transport;USD;9;179.79;Expense;Cash;Transporte público;2023-01-09T13:22:31.769Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2023-01-09T11:00:00.000Z;false;;
Promerica Platinum Dolares;Bar, cafe;USD;17;339.59;Expense;Cash;Starbucks Izuku y jamón;2023-01-08T11:23:07.011Z;false;;
Promerica Platinum Dolares;Rent;USD;33.5;669.2;Expense;Credit card;Mensualidad de bodega;2023-01-08T11:00:00.000Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;12;239.71;Expense;Cash;Cerveza y trago;2023-01-07T15:37:47.727Z;false;;
Promerica Platinum Dolares;Wellness, beauty;USD;30;599.28;Expense;Cash;Trenzas;2023-01-07T14:42:11.496Z;false;;
Promerica Platinum Dolares;Gifts, joy;USD;18;359.57;Expense;Cash;Mariposa amorfa;2023-01-07T13:26:50.791Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;10;199.76;Expense;Cash;Cerveza en bar de Marti;2023-01-07T12:37:29.220Z;false;;
Promerica Platinum Dolares;Drug-store, chemist;USD;6;119.86;Expense;Cash;Gotas para los ojos;2023-01-07T12:36:31.652Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;50;998.81;Expense;Cash;Super mercado;2023-01-07T12:36:15.717Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;9;179.79;Expense;Cash;Comida de Estambul;2023-01-06T23:52:53.964Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;8;159.81;Expense;Cash;Redbull y Monster;2023-01-06T23:50:57.724Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.84;96.68;Expense;Credit card;;2023-01-06T11:00:00.000Z;false;;
Promerica Platinum Dolares;Groceries;USD;7.5;149.82;Expense;Cash;Jugo de naranja y pan;2023-01-05T12:03:43.374Z;false;;
Bi Queztales;Financial expenses;GTQ;30;76.99;Expense;Cash;;2023-01-05T11:00:00.000Z;false;;
BI Quetzales;Financial expenses;GTQ;6.54;16.78;Expense;Cash;;2023-01-04T21:52:23.573Z;false;;
BI Dolares;Financial expenses;USD;763.28;15247.4;Expense;Cash;;2023-01-04T21:50:37.570Z;false;;
BBVA 0270;Housing;MXN;7415;7415;Expense;Cash;Pago de casa;2023-01-04T21:48:42.999Z;false;;
BBVA Crédito;Financial expenses;MXN;395;395;Expense;Cash;Comisión por uso de tarjeta;2023-01-04T21:45:31.875Z;false;;
BBVA Crédito;Housing;MXN;6085;6085;Expense;Cash;Apartamento prestado;2023-01-04T21:42:50.943Z;false;;
BI Dolares;Pets, animals;USD;280;5593.32;Expense;Cash;Kobe + Erika;2023-01-04T21:41:14.258Z;false;;
BBVA 0270;Income;MXN;1160.68;1160.68;Income;Cash;;2023-01-04T21:40:32.555Z;false;;
Cash Mexico;Income;MXN;332.97;332.97;Income;Cash;;2023-01-04T21:39:57.273Z;false;;
Cash Mexico;Transfer, withdraw;MXN;6834.82;6834.82;Expense;Cash;;2023-01-04T21:39:30.965Z;true;;
BBVA 0270;Transfer, withdraw;MXN;6834.82;6834.82;Income;Cash;;2023-01-04T21:39:30.965Z;true;;
Promerica Platinum Dolares;Bar, cafe;USD;9;179.79;Expense;Cash;Starbucks jamón ibérico;2023-01-04T21:38:20.910Z;false;;
Promerica Platinum Quetzales;Transfer, withdraw;GTQ;3518.23;9029.22;Income;Cash;;2023-01-04T21:36:37.127Z;true;;
BI Dolares;Transfer, withdraw;USD;452;9029.22;Expense;Cash;;2023-01-04T21:36:37.127Z;true;;
Promerica Platinum Dolares;Transfer, withdraw;USD;1581.89;31600.09;Income;Cash;;2023-01-04T21:35:33.377Z;true;;
BI Dolares;Transfer, withdraw;USD;1581.89;31600.09;Expense;Cash;;2023-01-04T21:35:33.377Z;true;;
Promerica Platinum Dolares;Electronics, accessories;USD;8;159.81;Expense;Cash;Desumificador;2023-01-04T21:34:44.186Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;32;639.24;Expense;Cash;Bandeja paisa;2023-01-04T21:26:14.309Z;false;;
BI Dolares;Income;USD;5700;113864.11;Income;Cash;BairesDev;2023-01-04T19:40:57.327Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;15;299.64;Expense;Cash;Five Guys;2023-01-03T22:09:11.000Z;false;;
Promerica Platinum Dolares;Health care, doctor;USD;28.6;571.32;Expense;Cash;Centro óptico;2023-01-03T22:07:28.000Z;false;;
Promerica Platinum Dolares;Groceries;USD;11;219.74;Expense;Cash;Vino y mandarinas;2023-01-03T13:38:51.634Z;false;;
Promerica Platinum Dolares;Health care, doctor;USD;6;119.86;Expense;Cash;Gotas para los ojos;2023-01-03T11:06:42.135Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.11;82.1;Expense;Cash;;2023-01-03T11:00:00.000Z;false;;
Promerica Platinum Dolares;Gifts, joy;USD;10;199.76;Expense;Cash;UNO;2023-01-02T12:42:57.890Z;false;;
Promerica Platinum Dolares;Internet;USD;30;599.28;Expense;Cash;Vodafone;2023-01-02T12:14:44.230Z;false;;
Promerica Platinum Dolares;Health care, doctor;USD;28;559.33;Expense;Cash;Farmacia;2023-01-02T11:20:32.639Z;false;;
Promerica Platinum Dolares;Taxi;USD;40;799.05;Expense;Cash;Uber del amigo de Martí a su casa;2023-01-01T18:07:52.835Z;false;;
