account;category;currency;amount;ref_currency_amount;type;payment_type;note;date;transfer;payee;labels
BBVA 0270;Fines;MXN;1000;1000;Expense;Cash;Chica que nos ayuda a pasar la tarjeta;2025-09-30T16:38:40.175Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.29;85.7;Expense;Credit card;;2025-09-23T18:00:00.000Z;false;;
BBVA 0270;Software, apps, games;MXN;150;150;Expense;Cash;;2025-09-22T18:00:00.000Z;false;;
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2025-09-21T18:00:00.000Z;false;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2025-09-20T18:00:00.000Z;false;Disney;
Promerica Platinum Quetzales;Taxes;GTQ;876.54;2249.56;Expense;Cash;iPhones;2025-09-15T16:36:55.098Z;false;;
Promerica Black Quetzales;Taxes;GTQ;63.7;163.48;Expense;Cash;Pago de quetzales tarjeta;2025-09-15T16:36:22.991Z;false;;
BBVA Crédito;Fallado en traquear;MXN;13575;13575;Expense;Cash;;2025-09-15T16:28:44.332Z;false;;
BBVA 0270;Transfer, withdraw;MXN;58026;58026;Expense;Cash;;2025-09-15T16:28:10.887Z;true;;
BBVA Crédito;Transfer, withdraw;MXN;58026;58026;Income;Cash;;2025-09-15T16:28:10.887Z;true;;
BBVA 0270;Charges, Fees;MXN;13200;13200;Expense;Cash;INVEX tarjeta de crédito;2025-09-15T16:24:47.278Z;false;;
BBVA 0270;Wage, invoices;MXN;133309.5;133309.5;Income;Cash;Thomson y IBM;2025-09-15T16:23:28.344Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2025-09-13T18:00:00.000Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2025-09-09T18:00:00.000Z;false;;
Promerica Platinum Dolares;Rent;USD;33.5;669.2;Expense;Credit card;Mensualidad de bodega;2025-09-08T18:00:00.000Z;false;;
BBVA 0270;Holiday, trips, hotels;MXN;3000;3000;Expense;Cash;Cash Ani;2025-09-06T20:17:34.735Z;false;;
BBVA 0270;Rent;MXN;16500;16500;Expense;Cash;Ana Lilia;2025-09-06T20:17:23.242Z;false;;
BBVA Crédito;Holiday, trips, hotels;MXN;1350;1350;Expense;Cash;Entradas a Chichen Itza;2025-09-06T20:16:49.306Z;false;;
BBVA Crédito;Bar, cafe;MXN;110;110;Expense;Cash;Coffe;2025-09-06T20:16:30.517Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.84;96.68;Expense;Credit card;;2025-09-06T18:00:00.000Z;false;;
Bi Queztales;Financial expenses;GTQ;30;76.99;Expense;Cash;;2025-09-05T18:00:00.000Z;false;;
BBVA Crédito;Groceries;MXN;1000;1000;Expense;Cash;Walmart para familia en Tulum;2025-09-05T15:35:08.034Z;false;;
BBVA Crédito;Housing;MXN;106;106;Expense;Cash;Baterías para el calentador;2025-09-04T23:17:27.458Z;false;;
BBVA Crédito;Rentals;MXN;1600;1600;Expense;Cash;;2025-09-04T17:11:26.159Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.11;82.1;Expense;Cash;;2025-09-03T17:00:00.000Z;false;;
BBVA Crédito;Internet;MXN;159;159;Expense;Cash;Udemy;2025-09-03T15:36:00.000Z;false;;
BBVA Crédito;Vehicle;MXN;1600;1600;Expense;Cash;Hertz rents;2025-09-01T22:31:15.595Z;false;;
BBVA Crédito;Groceries;MXN;2138;2138;Expense;Cash;Comida híper Max;2025-08-28T03:47:25.771Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;1046;1046;Expense;Cash;Tacos;2025-08-24T23:06:16.109Z;false;;
BBVA Crédito;Bar, cafe;MXN;1000;1000;Expense;Cash;Coco bongo beer for Ani;2025-08-24T21:43:04.569Z;false;;
BBVA Crédito;Groceries;MXN;130;130;Expense;Cash;Cerveza y 2 billetes de lotería;2025-08-24T02:28:43.427Z;false;;
BBVA Crédito;Bar, cafe;MXN;1600;1600;Expense;Cash;Shot de tequila en bar loco;2025-08-24T01:20:21.115Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;786;786;Expense;Cash;Tacos en Playa del Carmen;2025-08-23T22:43:54.392Z;false;;
BBVA Crédito;Vehicle insurance;MXN;800;800;Expense;Cash;Seguro dos días;2025-08-23T19:30:36.888Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.29;85.7;Expense;Credit card;;2025-08-23T17:00:00.000Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;638;638;Expense;Cash;Hamburguesa en Tulum;2025-08-23T00:50:15.116Z;false;;
BBVA 0270;Software, apps, games;MXN;150;150;Expense;Cash;;2025-08-22T17:00:00.000Z;false;;
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2025-08-21T17:00:00.000Z;false;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2025-08-20T17:00:00.000Z;false;Disney;
BBVA Crédito;Taxi;MXN;799;799;Expense;Cash;;2025-08-20T06:40:56.713Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;286;286;Expense;Cash;Tacos en Tulum día uno;2025-08-19T23:46:04.645Z;false;;
BBVA Crédito;Alcohol, tobacco;MXN;151;151;Expense;Cash;Soriana alcohol;2025-08-19T23:45:43.410Z;false;;
BBVA 0270;Wage, invoices;MXN;81702.82;81702.82;Income;Cash;;2025-08-18T06:11:23.138Z;false;;
BBVA Crédito;Transfer, withdraw;MXN;50841;50841;Expense;Cash;;2025-08-18T06:10:04.735Z;true;;
BBVA 0270;Loans, interests;MXN;17445.32;17445.32;Expense;Cash;Pago de tarjeta INVEX;2025-08-18T02:51:48.539Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2025-08-13T17:00:00.000Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2025-08-09T17:00:00.000Z;false;;
Promerica Platinum Dolares;Rent;USD;33.5;669.2;Expense;Credit card;Mensualidad de bodega;2025-08-08T17:00:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.84;96.68;Expense;Credit card;;2025-08-06T17:00:00.000Z;false;;
Bi Queztales;Financial expenses;GTQ;30;76.99;Expense;Cash;;2025-08-05T17:00:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.11;82.1;Expense;Cash;;2025-08-03T17:00:00.000Z;false;;
BBVA 0270;Hobbies;MXN;1500;1500;Expense;Cash;Volcán + bolos + gasolina;2025-07-26T18:46:46.204Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;600;600;Expense;Cash;San Martín;2025-07-26T01:27:52.560Z;false;;
BBVA Crédito;Hobbies;MXN;691;691;Expense;Cash;Cine con palomitas;2025-07-25T03:05:45.518Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.29;85.7;Expense;Credit card;;2025-07-23T18:00:00.000Z;false;;
BBVA 0270;Vehicle;MXN;12000;12000;Expense;Cash;Pago de VISA para Ani;2025-07-23T14:38:23.505Z;false;;
BBVA 0270;Software, apps, games;MXN;150;150;Expense;Cash;;2025-07-22T18:00:00.000Z;false;;
BBVA Crédito;Clothes & Footwear;MXN;1625;1625;Expense;Cash;Stradivarius;2025-07-22T01:43:38.822Z;false;;
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2025-07-21T18:00:00.000Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;413;413;Expense;Cash;Desayuno San Martin;2025-07-21T16:18:43.175Z;false;;
BBVA Crédito;Groceries;MXN;229;229;Expense;Cash;Nerds en gasolinera;2025-07-21T00:54:45.957Z;false;;
BBVA Crédito;Holiday, trips, hotels;MXN;85;85;Expense;Cash;Foto de Xetulul;2025-07-20T20:35:06.665Z;false;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2025-07-20T18:00:00.000Z;false;Disney;
BBVA Crédito;Restaurant, fast-food;MXN;185;185;Expense;Cash;Hamburguesas Xetulul;2025-07-20T17:31:23.206Z;false;;
BBVA Crédito;Groceries;MXN;122;122;Expense;Cash;Helados;2025-07-20T17:25:31.090Z;false;;
BBVA Crédito;Holiday, trips, hotels;MXN;293;293;Expense;Cash;Tickets para juegos Xetulul;2025-07-20T17:20:10.971Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;691;691;Expense;Cash;Cena en restaurante de hotel;2025-07-20T04:00:40.775Z;false;;
BBVA Crédito;Food & Drinks;MXN;360;360;Expense;Cash;Comida en el Irtra;2025-07-19T21:13:48.945Z;false;;
BBVA Crédito;Clothes & Footwear;MXN;219;219;Expense;Cash;Chanclas para Xocomilk;2025-07-19T18:28:03.783Z;false;;
BBVA Crédito;Holiday, trips, hotels;MXN;683;683;Expense;Cash;Xetulul;2025-07-19T18:20:29.372Z;false;;
BBVA Crédito;Drug-store, chemist;MXN;73;73;Expense;Cash;Medicina para Ani;2025-07-19T14:55:39.467Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;440;440;Expense;Cash;Pollo campero;2025-07-19T14:55:19.737Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;1266;1266;Expense;Cash;Almuerzo de Arrin Cuan;2025-07-18T23:04:03.468Z;false;;
BBVA Crédito;Vehicle;MXN;1300;1300;Expense;Cash;Pago de licencia de conducir;2025-07-18T21:02:00.229Z;false;;
BI Quetzales;Transfer, withdraw;GTQ;1600;4106.26;Expense;Cash;;2025-07-17T14:38:13.683Z;true;;
Promerica Black Quetzales;Transfer, withdraw;GTQ;1600;4106.26;Income;Cash;;2025-07-17T14:38:13.683Z;true;;
BI Quetzales;Pets, animals;GTQ;2300;5902.75;Expense;Cash;Kobe;2025-07-17T13:44:08.705Z;false;;
BI Quetzales;Transfer, withdraw;GTQ;11675.54;29964.24;Income;Cash;;2025-07-17T13:43:50.216Z;true;;
BI Dolares;Transfer, withdraw;USD;1500;29964.24;Expense;Cash;;2025-07-17T13:43:50.216Z;true;;
BI Dolares;Transfer, withdraw;USD;1501.79;30000;Income;Cash;;2025-07-17T13:10:51.360Z;true;;
BBVA 0270;Transfer, withdraw;MXN;30000;30000;Expense;Cash;;2025-07-17T13:10:51.360Z;true;;
BBVA 0270;Loans, interests;MXN;5000;5000;Expense;Cash;Pago de Nu bank;2025-07-17T13:04:05.639Z;false;;
BBVA 0270;Loans, interests;MXN;10000;10000;Expense;Cash;Pago de tarjeta Volaris;2025-07-16T04:29:47.663Z;false;;
BBVA 0270;Transfer, withdraw;MXN;65000;65000;Expense;Cash;Pago parcial de tarjeta;2025-07-16T04:26:38.689Z;true;;
BBVA Crédito;Transfer, withdraw;MXN;65000;65000;Income;Cash;Pago parcial de tarjeta;2025-07-16T04:26:38.689Z;true;;
BBVA Crédito;Restaurant, fast-food;MXN;289;289;Expense;Cash;Saber que otra cosa ordeno Ani;2025-07-16T04:13:35.175Z;false;;
BBVA Crédito;Electronics, accessories;MXN;150;150;Expense;Cash;Curso de Udemy;2025-07-16T04:11:33.585Z;false;;
BBVA Crédito;Wellness, beauty;MXN;900;900;Expense;Cash;Terapia de Ani;2025-07-16T04:10:44.498Z;false;;Ani
BBVA Crédito;Restaurant, fast-food;MXN;154;154;Expense;Cash;Taco Bell;2025-07-16T04:10:31.838Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;61;61;Expense;Cash;Cosas para comida que Ani ordenó;2025-07-16T04:10:12.815Z;false;;
BBVA Crédito;Groceries;MXN;187;187;Expense;Cash;Bubble tea de Ani;2025-07-16T04:09:48.342Z;false;;
BBVA Crédito;Groceries;MXN;1624;1624;Expense;Cash;La torre Guatemala;2025-07-16T04:08:53.434Z;false;;
BBVA 0270;Income;MXN;97078.5;97078.5;Income;Cash;Salario de IBM + Thomson;2025-07-16T04:07:25.212Z;false;;
BBVA Crédito;Loans, interests;MXN;556;556;Expense;Cash;Intereses;2025-07-15T04:16:00.000Z;false;;
BBVA Crédito;Loans, interests;MXN;2589;2589;Expense;Cash;Préstamo BBVA;2025-07-15T04:15:00.000Z;false;;
BBVA Crédito;Software, apps, games;MXN;249;249;Expense;Cash;Disney Plus;2025-07-15T04:14:00.000Z;false;;
BBVA Crédito;Insurances;MXN;1200;1200;Expense;Cash;Sofía Salud;2025-07-15T04:14:00.000Z;false;;
BBVA Crédito;Software, apps, games;MXN;300;300;Expense;Cash;PlayStation;2025-07-14T04:21:00.000Z;false;;Could remove 🚨
BBVA Crédito;Restaurant, fast-food;MXN;163;163;Expense;Cash;Panda Express;2025-07-14T04:20:00.000Z;false;;
BBVA Crédito;Housing;MXN;809;809;Expense;Cash;Bodega Ustorage;2025-07-14T04:20:00.000Z;false;;
BBVA Crédito;Groceries;MXN;319;319;Expense;Cash;Mr Sushi;2025-07-14T04:20:00.000Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;73;73;Expense;Cash;San Martin;2025-07-14T04:19:00.000Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;61;61;Expense;Cash;San Martin;2025-07-14T04:18:00.000Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;36;36;Expense;Cash;Pradera concepcion parques;2025-07-14T04:15:00.000Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2025-07-13T18:00:00.000Z;false;;
Promerica Black Quetzales;Restaurant, fast-food;GTQ;26;66.73;Expense;Cash;;2025-07-12T14:25:00.000Z;false;;
Promerica Black Quetzales;Groceries;GTQ;138;354.16;Expense;Cash;Antigua chocolate;2025-07-12T14:24:00.000Z;false;;
Promerica Black Quetzales;Restaurant, fast-food;GTQ;19.5;50.05;Expense;Cash;Abarroteros mi bendición.;2025-07-11T14:29:00.000Z;false;;
Promerica Black Quetzales;Restaurant, fast-food;GTQ;77;197.61;Expense;Cash;San Lucas;2025-07-11T14:27:00.000Z;false;;
Promerica Black Quetzales;Shopping;GTQ;225;577.44;Expense;Cash;Lugano;2025-07-10T14:34:00.000Z;false;;
Promerica Black Quetzales;Groceries;GTQ;169.99;436.26;Expense;Cash;Walmart;2025-07-10T14:33:00.000Z;false;;
Promerica Black Quetzales;Loans, interests;GTQ;541;1388.43;Expense;Cash;Pago de cuota de iPhone;2025-07-10T14:32:00.000Z;false;;
Promerica Black Quetzales;Charges, Fees;GTQ;260.4;668.29;Expense;Cash;;2025-07-10T14:31:00.000Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2025-07-09T18:00:00.000Z;false;;
Promerica Platinum Dolares;Rent;USD;33.5;669.2;Expense;Credit card;Mensualidad de bodega;2025-07-08T18:00:00.000Z;false;;
Promerica Black Quetzales;Loans, interests;GTQ;70;179.65;Expense;Cash;;2025-07-07T14:14:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.84;96.68;Expense;Credit card;;2025-07-06T18:00:00.000Z;false;;
Bi Queztales;Financial expenses;GTQ;30;76.99;Expense;Cash;;2025-07-05T18:00:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.11;82.1;Expense;Cash;;2025-07-03T18:00:00.000Z;false;;
Promerica Black Quetzales;Charges, Fees;GTQ;900;2309.77;Expense;Cash;Renovación de tarjeta;2025-07-02T14:13:00.000Z;false;;Could remove 🚨
BBVA Crédito;Taxi;MXN;300;300;Expense;Cash;Uber;2025-07-01T04:23:00.000Z;false;;
BBVA Crédito;Bar, cafe;MXN;400;400;Expense;Cash;Cerveza para Ani;2025-06-29T03:28:50.254Z;false;;
BBVA Crédito;Transfer, withdraw;MXN;38319.84;38319.84;Income;Cash;;2025-06-24T20:50:48.153Z;true;;
Promerica Platinum Dolares;Software, apps, games;USD;4.29;85.7;Expense;Credit card;;2025-06-23T18:00:00.000Z;false;;
BBVA Crédito;Food & Drinks;MXN;730;730;Expense;Cash;Comida para Ibiscus;2025-06-23T15:42:05.118Z;false;;
BBVA 0270;Software, apps, games;MXN;150;150;Expense;Cash;;2025-06-22T18:00:00.000Z;false;;
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2025-06-21T18:00:00.000Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;600;600;Expense;Cash;Pinche gringo;2025-06-20T20:02:34.257Z;false;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2025-06-20T18:00:00.000Z;false;Disney;
BBVA 0270;Income;MXN;28959;28959;Income;Cash;Salario;2025-06-20T13:12:12.463Z;false;;
BBVA Crédito;Home, garden;MXN;799;799;Expense;Cash;Mesa;2025-06-20T07:34:16.734Z;false;;
BBVA Crédito;Home, garden;MXN;799;799;Expense;Cash;Silla;2025-06-20T07:33:54.253Z;false;;
BBVA Crédito;Bar, cafe;MXN;200;200;Expense;Cash;Bubble tea para ani;2025-06-18T01:19:27.906Z;false;;
BBVA Crédito;Clothes & Footwear;MXN;1500;1500;Expense;Cash;Hoodie de Ani 97;2025-06-18T00:49:41.252Z;false;;
BBVA Crédito;Clothes & Footwear;MXN;1948;1948;Expense;Cash;Levi’s for Ani;2025-06-18T00:29:16.652Z;false;;
BBVA Crédito;Hobbies;MXN;800;800;Expense;Cash;BBQ para Ani;2025-06-18T00:28:36.536Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;900;900;Expense;Cash;Cena para que Ani esté tranquila en creeps and Waffle;2025-06-17T23:34:26.870Z;false;;
BBVA Crédito;Wellness, beauty;MXN;275;275;Expense;Cash;Cut hair;2025-06-15T23:55:29.384Z;false;;
BBVA Crédito;Food & Drinks;MXN;700;700;Expense;Cash;Cosas rusas de Ani;2025-06-15T22:37:46.927Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;1300;1300;Expense;Cash;Restaurante turco;2025-06-15T22:37:32.976Z;false;;
BBVA Crédito;Alcohol, tobacco;MXN;500;500;Expense;Cash;Weed for Ani;2025-06-14T01:20:15.930Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2025-06-13T18:00:00.000Z;false;;
BBVA Crédito;Internet;MXN;600;600;Expense;Cash;Internet para Ani;2025-06-11T00:58:45.830Z;false;;
BBVA 0270;Restaurant, fast-food;MXN;1200;1200;Expense;Cash;Hotpot para Ani;2025-06-11T00:51:04.829Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;280;280;Expense;Cash;Nachos en boliche;2025-06-10T03:44:32.526Z;false;;
BBVA Crédito;Hobbies;MXN;550;550;Expense;Cash;Boliche;2025-06-10T02:33:05.818Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2025-06-09T18:00:00.000Z;false;;
Promerica Platinum Dolares;Rent;USD;33.5;669.2;Expense;Credit card;Mensualidad de bodega;2025-06-08T18:00:00.000Z;false;;
BBVA Crédito;Clothes & Footwear;MXN;2000;2000;Expense;Cash;Ropa casual para Ani;2025-06-08T03:29:06.733Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;207;207;Expense;Cash;Palomitas;2025-06-08T00:39:28.925Z;false;;
BBVA Crédito;Hobbies;MXN;400;400;Expense;Cash;Cine para Ani;2025-06-08T00:14:49.173Z;false;;
BBVA Crédito;Gifts, joy;MXN;150;150;Expense;Cash;Mario kart para Ani;2025-06-07T23:41:40.942Z;false;;
BBVA Crédito;Clothes & Footwear;MXN;2000;2000;Expense;Cash;Zapatos en sketcher para Ani;2025-06-07T23:04:30.124Z;false;;
BBVA Crédito;Clothes & Footwear;MXN;4700;4700;Expense;Cash;Zapatos de Ani;2025-06-07T22:50:38.206Z;false;;
BBVA Crédito;Wellness, beauty;MXN;1198;1198;Expense;Cash;Jabón para Ani;2025-06-07T21:42:48.045Z;false;;
BBVA Crédito;Bar, cafe;MXN;127;127;Expense;Cash;Cafe para Ani;2025-06-07T20:48:12.638Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;711;711;Expense;Cash;Almuerzo para Ani en Freos and Waffle;2025-06-07T19:49:56.122Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.84;96.68;Expense;Credit card;;2025-06-06T18:00:00.000Z;false;;
Bi Queztales;Financial expenses;GTQ;30;76.99;Expense;Cash;;2025-06-05T18:00:00.000Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;360;360;Expense;Cash;Kebabs;2025-06-05T15:39:14.643Z;false;;
BBVA 0270;Transfer, withdraw;MXN;5958.5;5958.5;Expense;Cash;Fallado en traquear 🔥🔥;2025-06-05T15:37:49.280Z;true;;
BBVA 0270;Loans, interests;MXN;20000;20000;Expense;Cash;Pago de tarjeta Binance;2025-06-05T15:37:07.878Z;false;;
BI Dolares;Transfer, withdraw;USD;1000;19976.16;Expense;Cash;Pago parcial de la tarjeta;2025-06-05T15:35:49.675Z;true;;
Promerica Platinum Dolares;Transfer, withdraw;USD;1000;19976.16;Income;Cash;Pago parcial de la tarjeta;2025-06-05T15:35:49.675Z;true;;
BI Dolares;Transfer, withdraw;USD;44.94;897.73;Income;Cash;;2025-06-05T15:33:51.276Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;261.19;670.32;Income;Cash;;2025-06-05T15:33:23.989Z;true;;
BBVA Crédito;Drug-store, chemist;MXN;360;360;Expense;Cash;Herpes labial;2025-06-05T10:24:43.972Z;false;;
BBVA Crédito;Energy, utilities;MXN;150;150;Expense;Cash;Pago de luz;2025-06-05T04:30:48.838Z;false;;
BBVA Crédito;Health care, doctor;MXN;902;902;Expense;Cash;Terapia psicológica para Ani;2025-06-05T04:27:04.073Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;183;183;Expense;Cash;KFC for Ani;2025-06-05T04:23:02.715Z;false;;
BBVA Crédito;Communication, PC;MXN;268;268;Expense;Cash;PlayStation;2025-06-05T04:22:30.784Z;false;;
BBVA Crédito;Bar, cafe;MXN;91;91;Expense;Cash;Vino;2025-06-05T04:22:13.924Z;false;;
BBVA Crédito;Taxi;MXN;38.84;38.84;Expense;Cash;Didi para venir de Chedrahui;2025-06-05T04:17:56.377Z;false;;
BBVA Crédito;Drug-store, chemist;MXN;1811;1811;Expense;Cash;Farmacia para ojo de Ani;2025-06-04T21:54:26.044Z;false;;
BBVA Crédito;Internet;MXN;799;799;Expense;Cash;Internet;2025-06-04T13:27:00.135Z;false;;
BBVA Crédito;Services;MXN;1000;1000;Expense;Cash;Filtro purificador de agua + limpiador de pared;2025-06-04T12:36:51.264Z;false;;
BBVA Crédito;Services;MXN;1000;1000;Expense;Cash;Almohadas nuevas;2025-06-04T12:36:07.656Z;false;;
BBVA Crédito;Maintenance, repairs;MXN;3000;3000;Expense;Cash;Purificador de Aire;2025-06-04T12:35:34.295Z;false;;
BI Dolares;Transfer, withdraw;USD;770.84;15398.47;Income;Cash;;2025-06-04T12:34:33.824Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;6000;15398.47;Expense;Cash;;2025-06-04T12:34:33.824Z;true;;
BI Quetzales;Insurances;GTQ;1100;2823.05;Expense;Cash;Pago de saldo de tarjeta de crédito en quetzales;2025-06-04T12:32:59.558Z;false;;
BI Quetzales;Insurances;GTQ;70;179.65;Expense;Cash;Seguro de tarjeta Black card;2025-06-04T12:30:30.611Z;false;;
BI Quetzales;Pets, animals;GTQ;2000;5132.82;Expense;Cash;Child support de Kobeman;2025-06-04T12:28:07.820Z;false;;
BI Quetzales;Transfer, withdraw;GTQ;9089.81;23328.19;Income;Cash;;2025-06-04T12:25:31.897Z;true;;
BI Dolares;Transfer, withdraw;USD;201.86;4032.39;Income;Cash;;2025-06-04T12:25:02.952Z;true;;
Promerica Platinum Dolares;Software, apps, games;USD;4.11;82.1;Expense;Cash;;2025-06-03T18:00:00.000Z;false;;
BBVA Crédito;Food & Drinks;MXN;638;638;Expense;Cash;Pizza;2025-06-03T11:07:00.000Z;false;;
BBVA Crédito;Health care, doctor;MXN;2000;2000;Expense;Cash;Lentes graduados para JP;2025-06-03T09:05:54.048Z;false;;
BBVA Crédito;Services;MXN;881;881;Expense;Cash;Bodega;2025-06-03T08:26:16.343Z;false;;
BBVA Crédito;Transfer, withdraw;MXN;40000;40000;Income;Cash;;2025-06-02T17:06:15.464Z;true;;
BBVA 0270;Transfer, withdraw;MXN;40000;40000;Expense;Cash;;2025-06-02T17:06:15.464Z;true;;
BBVA 0270;Loans, interests;MXN;4000;4000;Expense;Cash;INVEX volaris pago de Corte;2025-06-02T17:04:31.710Z;false;;
BBVA 0270;Rent;MXN;14850;14850;Expense;Cash;Pago de mes de renta;2025-06-02T17:02:37.142Z;false;;
BBVA 0270;Income;MXN;6456;6456;Expense;Cash;Ingresos de Thomson;2025-06-02T16:09:38.957Z;false;;
BBVA Crédito;Long distance;MXN;226;226;Expense;Cash;Ticket de bus de regreso para Ani;2025-06-01T08:57:58.604Z;false;;
BBVA Crédito;Bar, cafe;MXN;75;75;Expense;Cash;Royal coffee;2025-06-01T08:17:13.931Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;261;261;Expense;Cash;Hamburguesas antes de que me vaya;2025-06-01T04:16:26.856Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;561;561;Expense;Cash;Bbq de noche en el último día en Korea;2025-05-31T15:33:52.958Z;false;;
BBVA Crédito;Bar, cafe;MXN;164;164;Expense;Cash;Bubble teas;2025-05-31T13:02:30.876Z;false;;
BBVA Crédito;Groceries;MXN;16;16;Expense;Cash;Gummy sour;2025-05-31T12:23:07.420Z;false;;
BBVA Crédito;Food & Drinks;MXN;144;144;Expense;Cash;7eleven;2025-05-31T11:13:28.337Z;false;;
BBVA Crédito;Shopping;MXN;140;140;Expense;Cash;Regalo extra de las máscaras;2025-05-31T11:00:04.592Z;false;;
BBVA Crédito;Shopping;MXN;281;281;Expense;Cash;Shopper Koreans de Ani en el lugar donde tomamos la foto de papel;2025-05-31T10:48:02.968Z;false;;
BBVA Crédito;Shopping;MXN;112;112;Expense;Cash;Cups for salsa de soya;2025-05-31T10:23:13.130Z;false;;
BBVA Crédito;Shopping;MXN;716;716;Expense;Cash;More gifts in plate store;2025-05-31T10:09:52.260Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;510;510;Expense;Cash;Carne donde no sabíamos que onda y nos dieron coca;2025-05-31T07:55:26.780Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;161;161;Expense;Cash;Panaderia;2025-05-30T23:34:25.256Z;false;;
BBVA Crédito;Shopping;MXN;153;153;Expense;Cash;Ganaches para cabello de Ani;2025-05-30T13:22:51.793Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;210;210;Expense;Cash;Chicken;2025-05-30T10:54:08.955Z;false;;
BBVA Crédito;Holiday, trips, hotels;MXN;1155;1155;Expense;Cash;Games for Ani;2025-05-30T06:39:58.730Z;false;;
BBVA Crédito;Bar, cafe;MXN;71;71;Expense;Cash;7eleven for Ani before game;2025-05-30T06:24:10.098Z;false;;
BBVA Crédito;Food & Drinks;MXN;182;182;Expense;Cash;Bebida da naranja después del perfume;2025-05-30T05:10:49.558Z;false;;
BBVA Crédito;Gifts, joy;MXN;4480;4480;Expense;Cash;Perfume para Ani;2025-05-30T04:58:56.161Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;244;244;Expense;Cash;Hamburguesas;2025-05-30T03:35:47.989Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;610;610;Expense;Cash;Comida cuando volvimos a pelear;2025-05-29T17:31:57.474Z;false;;
BBVA Crédito;Groceries;MXN;305;305;Expense;Cash;7eleven;2025-05-28T20:25:58.735Z;false;;
BBVA Crédito;Electronics, accessories;MXN;70;70;Expense;Cash;Juegos de maquinitas para Ani;2025-05-28T20:13:55.918Z;false;;
BBVA Crédito;Food & Drinks;MXN;70;70;Expense;Cash;Tea;2025-05-28T12:30:32.898Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;49;49;Expense;Cash;Cake;2025-05-28T12:30:10.050Z;false;;
